Zaman;Frekans (y1);Gerilim A (y3);Gerilim B (y4);Gerilim C (y5);Akım A (y7);Akım B (y8);Akım C (y9);Aktif Güç (y11);Reaktif Güç (y12);Görünen Güç (y13);y2;y6;y10;y14;y15
10.05.2026 19:38:02;;;;;;;;243,420808;-33,24025;245,715784;;;;;
10.05.2026 19:38:05;;;;;;;;243,805672;-32,546637;246,001624;;;;;
10.05.2026 19:38:08;;;;;;;;243,282384;-33,394127;245,601728;;;;;
10.05.2026 19:38:11;;;;;;;;243,053448;-33,269161;245,35532;;;;;
10.05.2026 19:38:14;;;;;;;;242,045856;-33,224462;244,351696;;;;;
10.05.2026 19:38:17;;;;;;;;242,588512;-32,804241;244,827824;;;;;
10.05.2026 19:38:20;;;;;;;;242,502632;-32,041096;244,641736;;;;;
10.05.2026 19:38:23;;;;;;;;242,884408;-32,22655;245,045728;;;;;
10.05.2026 19:38:26;;;;;;;;245,027616;-31,073222;247,024064;;;;;
10.05.2026 19:38:29;;;;;;;;244,11564;-32,132288;246,255768;;;;;
10.05.2026 19:38:32;;;;;;;;242,51476;-31,894754;244,638776;;;;;
10.05.2026 19:38:35;;;;;;;;240,236456;-32,799006;242,499568;;;;;
10.05.2026 19:38:38;;;;;;;;240,11032;-32,528483;242,335952;;;;;
10.05.2026 19:38:41;;;;;;;;240,594976;-33,264926;242,91636;;;;;
10.05.2026 19:38:44;;;;;;;;240,434856;-32,743234;242,68688;;;;;
10.05.2026 19:38:47;;;;;;;;240,135456;-32,793455;242,397968;;;;;
10.05.2026 19:38:50;;;;;;;;240,46192;-32,054594;242,620896;;;;;
10.05.2026 19:38:53;;;;;;;;240,601;-32,415829;242,808304;;;;;
10.05.2026 19:38:56;;;;;;;;242,463072;-31,281965;244,504408;;;;;
10.05.2026 19:38:59;;;;;;;;243,000696;-31,809899;245,106;;;;;
10.05.2026 19:39:02;;;;;;;;241,782536;-32,456255;243,984904;;;;;
10.05.2026 19:39:05;;;;;;;;241,733352;-32,734801;243,974384;;;;;
10.05.2026 19:39:08;;;;;;;;241,933352;-32,734324;244,170096;;;;;
10.05.2026 19:39:11;;;;;;;;241,574648;-33,431667;243,90984;;;;;
10.05.2026 19:39:14;;;;;;;;242,507008;-33,880752;244,891784;;;;;
10.05.2026 19:39:17;;;;;;;;242,153904;-34,042216;244,56632;;;;;
10.05.2026 19:39:20;;;;;;;;241,922816;-34,108215;244,345056;;;;;
10.05.2026 19:39:23;;;;;;;;243,253664;-33,669699;245,604792;;;;;
10.05.2026 19:39:26;;;;;;;;242,993264;-33,440117;245,314696;;;;;
10.05.2026 19:39:29;;;;;;;;242,62536;-33,363851;244,941904;;;;;
10.05.2026 19:39:32;;;;;;;;240,137704;-33,906851;242,554456;;;;;
10.05.2026 19:39:35;;;;;;;;239,21696;-34,13579;241,677656;;;;;
10.05.2026 19:39:38;;;;;;;;239,528008;-34,073796;241,9774;;;;;
10.05.2026 19:39:41;;;;;;;;240,702368;-34,143287;243,149304;;;;;
10.05.2026 19:39:44;;;;;;;;240,700768;-33,648686;243,078464;;;;;
10.05.2026 19:39:47;;;;;;;;241,116048;-33,604837;243,484336;;;;;
10.05.2026 19:39:50;;;;;;;;241,855664;-32,913368;244,124264;;;;;
10.05.2026 19:39:53;;;;;;;;241,112568;-33,153448;243,419808;;;;;
10.05.2026 19:39:56;;;;;;;;240,113568;-33,456065;242,47068;;;;;
10.05.2026 19:39:59;;;;;;;;239,572624;-32,597439;241,816208;;;;;
10.05.2026 19:40:02;;;;;;;;241,561312;-31,4705;243,64044;;;;;
10.05.2026 19:40:05;;;;;;;;243,495992;-30,3699375;245,420696;;;;;
10.05.2026 19:40:08;;;;;;;;244,96104;-29,3929095;246,75368;;;;;
10.05.2026 19:40:11;;;;;;;;244,795096;-30,0604155;246,667392;;;;;
10.05.2026 19:40:14;;;;;;;;243,630952;-30,441744;245,55944;;;;;
10.05.2026 19:40:17;;;;;;;;241,51112;-31,058461;243,530776;;;;;
10.05.2026 19:40:20;;;;;;;;241,14508;-30,812784;243,13604;;;;;
10.05.2026 19:40:23;;;;;;;;240,982288;-31,120019;243,016248;;;;;
10.05.2026 19:40:26;;;;;;;;241,296512;-30,774644;243,281616;;;;;
10.05.2026 19:40:29;;;;;;;;241,562;-30,36768;243,493288;;;;;
10.05.2026 19:40:32;;;;;;;;241,269104;-30,77373;243,254008;;;;;
10.05.2026 19:40:35;;;;;;;;241,816384;-29,99458;243,699344;;;;;
10.05.2026 19:40:38;;;;;;;;241,509328;-30,527283;243,4608;;;;;
10.05.2026 19:40:41;;;;;;;;243,015672;-30,023228;244,894432;;;;;
10.05.2026 19:40:44;;;;;;;;243,4594;-29,4944;245,273544;;;;;
10.05.2026 19:40:47;;;;;;;;241,719784;-30,966549;243,725152;;;;;
10.05.2026 19:40:50;;;;;;;;241,303144;-30,680122;243,27472;;;;;
10.05.2026 19:40:53;;;;;;;;240,78468;-31,405373;242,855216;;;;;
10.05.2026 19:40:56;;;;;;;;243,0646;-30,148724;244,959456;;;;;
10.05.2026 19:40:59;;;;;;;;241,906464;-29,9099865;243,779816;;;;;
10.05.2026 19:41:02;;;;;;;;240,869792;-31,292054;242,927408;;;;;
10.05.2026 19:41:05;;;;;;;;240,873952;-30,330655;242,806848;;;;;
10.05.2026 19:41:08;;;;;;;;239,546792;-32,218548;241,737552;;;;;
10.05.2026 19:41:11;;;;;;;;239,98296;-31,007596;242,009304;;;;;
10.05.2026 19:41:14;;;;;;;;238,905504;-31,18659;240,95932;;;;;
10.05.2026 19:41:17;;;;;;;;238,773064;-30,432684;240,729568;;;;;
10.05.2026 19:41:20;;;;;;;;238,831712;-31,251269;240,894752;;;;;
10.05.2026 19:41:23;;;;;;;;239,752096;-30,175729;241,670024;;;;;
10.05.2026 19:41:26;;;;;;;;240,107056;-29,8791885;241,986336;;;;;
10.05.2026 19:41:29;;;;;;;;240,225848;-29,345686;242,039008;;;;;
10.05.2026 19:41:32;;;;;;;;239,764864;-30,095883;241,673944;;;;;
10.05.2026 19:41:35;;;;;;;;239,382672;-29,7252635;241,247776;;;;;
10.05.2026 19:41:38;;;;;;;;239,9804;-30,030968;241,879864;;;;;
10.05.2026 19:41:41;;;;;;;;241,738936;-29,020237;243,502192;;;;;
10.05.2026 19:41:44;;;;;;;;241,355816;-29,370701;243,166312;;;;;
10.05.2026 19:41:47;;;;;;;;240,238592;-29,963105;242,133232;;;;;
10.05.2026 19:41:50;;;;;;;;239,71812;-30,1569345;241,640528;;;;;
10.05.2026 19:41:53;;;;;;;;240,39744;-30,08504;242,30456;;;;;
10.05.2026 19:41:56;;;;;;;;240,764656;-29,205603;242,561064;;;;;
10.05.2026 19:41:59;;;;;;;;240,67812;-29,892122;242,557352;;;;;
10.05.2026 19:42:02;;;;;;;;240,633352;-30,280619;242,561824;;;;;
10.05.2026 19:42:05;;;;;;;;241,257176;-29,942575;243,139192;;;;;
10.05.2026 19:42:08;;;;;;;;243,767528;-29,3315215;245,556904;;;;;
10.05.2026 19:42:11;;;;;;;;243,074064;-29,643037;244,907544;;;;;
10.05.2026 19:42:14;;;;;;;;241,976136;-30,0312795;243,865248;;;;;
10.05.2026 19:42:17;;;;;;;;241,475888;-30,1635355;243,388696;;;;;
10.05.2026 19:42:20;;;;;;;;240,852808;-30,3785325;242,797544;;;;;
10.05.2026 19:42:23;;;;;;;;240,791152;-29,8927055;242,674328;;;;;
10.05.2026 19:42:26;;;;;;;;241,580912;-29,612119;243,424264;;;;;
10.05.2026 19:42:29;;;;;;;;241,910424;-30,294396;243,83736;;;;;
10.05.2026 19:42:32;;;;;;;;241,896616;-29,7986355;243,760552;;;;;
10.05.2026 19:42:35;;;;;;;;242,348112;-30,1893775;244,256136;;;;;
10.05.2026 19:42:38;;;;;;;;243,164744;-29,098488;244,935296;;;;;
10.05.2026 19:42:41;;;;;;;;241,777992;-30,1526685;243,68616;;;;;
10.05.2026 19:42:44;;;;;;;;241,324984;-30,432352;243,26864;;;;;
10.05.2026 19:42:47;;;;;;;;240,862248;-31,166107;242,902448;;;;;
10.05.2026 19:42:50;;;;;;;;241,85876;-31,31417;243,909504;;;;;
10.05.2026 19:42:53;;;;;;;;242,04112;-32,057305;244,19024;;;;;
10.05.2026 19:42:56;;;;;;;;242,88616;-31,429395;244,944072;;;;;
10.05.2026 19:42:59;;;;;;;;242,614832;-32,485459;244,815416;;;;;
10.05.2026 19:43:02;;;;;;;;242,94292;-32,578153;245,1518;;;;;
10.05.2026 19:43:05;;;;;;;;243,224304;-32,520177;245,424992;;;;;
10.05.2026 19:43:08;;;;;;;;243,523968;-32,454097;245,712896;;;;;
10.05.2026 19:43:11;;;;;;;;244,549128;-31,856921;246,650168;;;;;
10.05.2026 19:43:14;;;;;;;;245,414336;-31,598137;247,476648;;;;;
10.05.2026 19:43:17;;;;;;;;245,260112;-31,489536;247,317112;;;;;
10.05.2026 19:43:20;;;;;;;;245,195608;-31,310974;247,23308;;;;;
10.05.2026 19:43:23;;;;;;;;244,246848;-31,3611815;246,299104;;;;;
10.05.2026 19:43:26;;;;;;;;244,083992;-32,001737;246,220608;;;;;
10.05.2026 19:43:29;;;;;;;;244,696496;-32,212202;246,853848;;;;;
10.05.2026 19:43:32;;;;;;;;244,25148;-33,267587;246,552848;;;;;
10.05.2026 19:43:35;;;;;;;;243,707376;-33,290344;246,021808;;;;;
10.05.2026 19:43:38;;;;;;;;243,648536;-33,727858;246,018592;;;;;
10.05.2026 19:43:41;;;;;;;;243,411376;-34,207804;245,847944;;;;;
10.05.2026 19:43:44;;;;;;;;243,248856;-35,016587;245,800736;;;;;
10.05.2026 19:43:47;;;;;;;;243,350872;-34,668495;245,85376;;;;;
10.05.2026 19:43:50;;;;;;;;243,535976;-34,806661;246,060368;;;;;
10.05.2026 19:43:53;;;;;;;;244,874792;-34,660163;247,366736;;;;;
10.05.2026 19:43:56;;;;;;;;245,841984;-34,265626;248,267112;;;;;
10.05.2026 19:43:59;;;;;;;;245,423528;-35,033987;247,957928;;;;;
10.05.2026 19:44:02;;;;;;;;245,011776;-35,253198;247,5804;;;;;
10.05.2026 19:44:05;;;;;;;;245,563368;-34,373397;248,0014;;;;;
10.05.2026 19:44:08;;;;;;;;243,886936;-35,471484;246,501968;;;;;
10.05.2026 19:44:11;;;;;;;;243,42992;-35,336519;246,02488;;;;;
10.05.2026 19:44:14;;;;;;;;243,17492;-35,506339;245,798648;;;;;
10.05.2026 19:44:17;;;;;;;;242,730384;-36,203798;245,46212;;;;;
10.05.2026 19:44:20;;;;;;;;242,820544;-34,767745;245,34444;;;;;
10.05.2026 19:44:23;;;;;;;;242,425032;-36,049331;245,14152;;;;;
10.05.2026 19:44:26;;;;;;;;243,544488;-34,133129;245,971336;;;;;
10.05.2026 19:44:29;;;;;;;;244,040024;-35,174597;246,610768;;;;;
10.05.2026 19:44:32;;;;;;;;245,007528;-34,207927;247,43164;;;;;
10.05.2026 19:44:35;;;;;;;;244,4156;-34,514499;246,88984;;;;;
10.05.2026 19:44:38;;;;;;;;244,7126;-34,29307;247,147056;;;;;
10.05.2026 19:44:41;;;;;;;;245,872592;-34,153919;248,276792;;;;;
10.05.2026 19:44:44;;;;;;;;246,204096;-34,427957;248,64396;;;;;
10.05.2026 19:44:47;;;;;;;;245,317584;-34,355885;247,756928;;;;;
10.05.2026 19:44:50;;;;;;;;244,651696;-34,318904;247,092992;;;;;
10.05.2026 19:44:53;;;;;;;;244,884784;-33,716374;247,240432;;;;;
10.05.2026 19:44:56;;;;;;;;245,07444;-33,949261;247,458584;;;;;
10.05.2026 19:44:59;;;;;;;;246,045128;-33,35657;248,339112;;;;;
10.05.2026 19:45:02;;;;;;;;245,970168;-33,047011;248,22596;;;;;
10.05.2026 19:45:05;;;;;;;;246,234888;-33,209604;248,50868;;;;;
10.05.2026 19:45:08;;;;;;;;245,074112;-33,329301;247,377552;;;;;
10.05.2026 19:45:11;;;;;;;;244,05584;-34,162636;246,482344;;;;;
10.05.2026 19:45:14;;;;;;;;244,766664;-33,289256;247,065152;;;;;
10.05.2026 19:45:17;;;;;;;;245,960656;-33,615466;248,289592;;;;;
10.05.2026 19:45:20;;;;;;;;246,227608;-33,630813;248,558224;;;;;
10.05.2026 19:45:23;;;;;;;;246,009464;-33,453976;248,318176;;;;;
10.05.2026 19:45:26;;;;;;;;245,847776;-34,325025;248,27916;;;;;
10.05.2026 19:45:29;;;;;;;;245,912896;-33,882149;248,28176;;;;;
10.05.2026 19:45:32;;;;;;;;246,393144;-33,262884;248,673264;;;;;
10.05.2026 19:45:35;;;;;;;;246,687824;-33,141204;248,94904;;;;;
10.05.2026 19:45:38;;;;;;;;247,474632;-32,088804;249,59056;;;;;
10.05.2026 19:45:41;;;;;;;;247,538584;-32,753625;249,741728;;;;;
10.05.2026 19:45:44;;;;;;;;247,784944;-32,46413;249,944824;;;;;
10.05.2026 19:45:47;;;;;;;;247,625864;-32,396227;249,779184;;;;;
10.05.2026 19:45:50;;;;;;;;248,306768;-31,564086;250,350408;;;;;
10.05.2026 19:45:53;;;;;;;;247,483648;-31,670795;249,547008;;;;;
10.05.2026 19:45:56;;;;;;;;245,90808;-31,91665;248,015264;;;;;
10.05.2026 19:45:59;;;;;;;;245,08776;-32,655315;247,300688;;;;;
10.05.2026 19:46:02;;;;;;;;245,752016;-32,13999;247,891336;;;;;
10.05.2026 19:46:05;;;;;;;;246,159704;-31,727407;248,239952;;;;;
10.05.2026 19:46:08;;;;;;;;247,120304;-31,267359;249,131848;;;;;
10.05.2026 19:46:11;;;;;;;;247,41848;-31,181852;249,418568;;;;;
10.05.2026 19:46:14;;;;;;;;248,49148;-30,586632;250,408656;;;;;
10.05.2026 19:46:17;;;;;;;;248,812664;-31,468882;250,837648;;;;;
10.05.2026 19:46:20;;;;;;;;248,686136;-31,186898;250,676688;;;;;
10.05.2026 19:46:23;;;;;;;;247,832648;-32,888821;250,04964;;;;;
10.05.2026 19:46:26;;;;;;;;249,12028;-31,711342;251,172376;;;;;
10.05.2026 19:46:29;;;;;;;;248,5376;-30,8978855;250,495;;;;;
10.05.2026 19:46:32;;;;;;;;247,51;-31,485551;249,55024;;;;;
10.05.2026 19:46:35;;;;;;;;248,363768;-31,4018095;250,386304;;;;;
10.05.2026 19:46:38;;;;;;;;248,683512;-31,48007;250,711088;;;;;
10.05.2026 19:46:41;;;;;;;;248,570768;-31,19168;250,56632;;;;;
10.05.2026 19:46:44;;;;;;;;249,040744;-30,651744;250,965696;;;;;
10.05.2026 19:46:47;;;;;;;;247,916136;-31,4851015;249,954808;;;;;
10.05.2026 19:46:50;;;;;;;;246,977304;-31,759311;249,054568;;;;;
10.05.2026 19:46:53;;;;;;;;246,707952;-32,709246;248,91;;;;;
10.05.2026 19:46:56;;;;;;;;246,72464;-32,282569;248,872552;;;;;
10.05.2026 19:46:59;;;;;;;;246,54372;-32,709458;248,744776;;;;;
10.05.2026 19:47:02;;;;;;;;248,195264;-31,333305;250,20684;;;;;
10.05.2026 19:47:05;;;;;;;;248,36212;-32,216664;250,482544;;;;;
10.05.2026 19:47:08;;;;;;;;248,110048;-31,379479;250,125824;;;;;
10.05.2026 19:47:11;;;;;;;;247,3432;-32,705053;249,53692;;;;;
10.05.2026 19:47:14;;;;;;;;248,524792;-31,55672;250,560624;;;;;
10.05.2026 19:47:17;;;;;;;;247,3072;-32,2468;249,444776;;;;;
10.05.2026 19:47:20;;;;;;;;247,638896;-32,388559;249,790352;;;;;
10.05.2026 19:47:23;;;;;;;;247,637112;-31,795818;249,713536;;;;;
10.05.2026 19:47:26;;;;;;;;246,424136;-31,746596;248,506496;;;;;
10.05.2026 19:47:29;;;;;;;;246,024576;-31,807096;248,116192;;;;;
10.05.2026 19:47:32;;;;;;;;246,751712;-31,105711;248,749752;;;;;
10.05.2026 19:47:35;;;;;;;;247,698216;-31,078925;249,687264;;;;;
10.05.2026 19:47:38;;;;;;;;248,264216;-30,7141845;250,202688;;;;;
10.05.2026 19:47:41;;;;;;;;247,651096;-30,7479205;249,600152;;;;;
10.05.2026 19:47:44;;;;;;;;246,778856;-31,743612;248,860544;;;;;
10.05.2026 19:47:47;;;;;;;;246,906096;-32,000123;249,016776;;;;;
10.05.2026 19:47:50;;;;;;;;247,01512;-32,298333;249,1642;;;;;
10.05.2026 19:47:53;;;;;;;;247,804632;-31,5098765;249,845176;;;;;
10.05.2026 19:47:56;;;;;;;;247,275736;-31,792872;249,356544;;;;;
10.05.2026 19:47:59;;;;;;;;246,838584;-31,366299;248,869648;;;;;
10.05.2026 19:48:02;;;;;;;;245,683384;-32,333696;247,848088;;;;;
10.05.2026 19:48:05;;;;;;;;245,389096;-31,565124;247,454936;;;;;
10.05.2026 19:48:08;;;;;;;;246,219744;-31,97091;248,333272;;;;;
10.05.2026 19:48:11;;;;;;;;246,458872;-31,313223;248,479848;;;;;
10.05.2026 19:48:14;;;;;;;;246,27684;-31,312892;248,2926;;;;;
10.05.2026 19:48:17;;;;;;;;246,345424;-31,085336;248,332224;;;;;
10.05.2026 19:48:20;;;;;;;;245,898432;-31,839723;247,983544;;;;;
10.05.2026 19:48:23;;;;;;;;245,776544;-32,365777;247,929336;;;;;
10.05.2026 19:48:26;;;;;;;;246,40584;-32,05686;248,514608;;;;;
10.05.2026 19:48:29;;;;;;;;246,497728;-32,53088;248,668152;;;;;
10.05.2026 19:48:32;;;;;;;;246,772352;-32,392473;248,924424;;;;;
10.05.2026 19:48:35;;;;;;;;247,368224;-32,628654;249,544624;;;;;
10.05.2026 19:48:38;;;;;;;;247,429736;-32,13853;249,541272;;;;;
10.05.2026 19:48:41;;;;;;;;247,770816;-32,171531;249,882568;;;;;
10.05.2026 19:48:44;;;;;;;;248,616768;-32,151214;250,716928;;;;;
